id	name	515$A	515$0	515$a	515$z	350$0	350$a	340$x
cnp01879458	Pol ### Wincenty ### 	Lublin ### Krakau ### 	brth ### deat ### 	cnl00011260 ### cnl00016110 ### 		acti ### lang ### irsp ### acti ### 	Personen zu Literaturgeschichte (Schriftsteller) (12.2p) ### Polish ### Auteur ### Poeta, geograf, etnograf, krajoznawca i żołnierz. Inne formy nazwy: Poll, Pohl, Pol von Pollenburg. Pseud.: Autor "Mohorta". ### 	340 01$8ger$a20.04.1807-02.12.1872$xa1807a1872 ### 340 01$8und$a1807-1872$xa1807a1872 ### 
cnp01221773	Boni ### Giuseppe ### de' ### 	Mailand ### 	actv ### 	cnl00006209 ### 		acti ### 	Theologe ### 	340 01$8ger$a1723-1802. Geburtsjahr ca.$xa1723a1802 ### 
cnp00467346	Matthaei ### Georg ### 	Karlsbad ### 	brth ### 	cnl00008014 ### 		acti ### 	Jurist ### 	340 11$8ger$a1622$xa1622u     ### 
cnp00933473	Volckmar ### Heinrich ### 	Leipzig ### Leipzig ### 	brth ### brth ### 	cnl00016122 ### cnl00016122 ### 		acti ### acti ### 	Jurist ### Jurist in Leipzig ### 	340 01$8ger$a1620-1659$xa1620a1659 ### 
cnp01413770	Tanzmann ### Bruno ### 	Alt-Hörnitz ### Hellerau ### Hellerau ### 	brth ### actv ### deat ### 			lang ### acti ### acti ### acti ### acti ### 	Deutsch ### Personen zu Literaturgeschichte (Schriftsteller) (12.2p) ### Redakteur ### Schriftsteller ### Verleger ### 	340 01$8ger$a01.12.1878-28.08.1939$xa1878a1939 ### 
cnp00476883	Bolles ### Johann ### 	Gießen ### Siegen ### Wetzlar ### Meschede ### 	actv ### actv ### actv ### brth ### 	cnl00009442 ### cnl00014053 ### cnl00015438 ### cnl00028406 ### 		acti ### acti ### 	Jurist ### Rechtsanwalt ### 	340 01$8ger$a1682-$xa1682u     ### 
cnp01502920	Schilter ### Johann ### 	Pegau (Saxe, Allemagne) ### Strasbourg (Bas-Rhin) ### Pegau (Saxe, Allemagne) ### Strasbourg (Bas-Rhin) ### Jena ### Straßburg ### Pegau ### Straßburg ### 	brth ### deat ### brth ### deat ### actv ### actv ### brth ### deat ### 	cnl00012690 ### cnl00016230 ### cnl00012690 ### cnl00016230 ### cnl00010282 ### cnl00016230 ### cnl00012690 ### cnl00016230 ### 	1632 ### 1705 ### 1632 ### 1705 ### 	acti ### acti ### acti ### lang ### irsp ### acti ### acti ### 	Personen der Geschichtswissenschaft (Historiker, Archäologen) (16.1p) ### Historiker ### Jurist ### Latin ### Auteur ### geb. in Pegau, gelebt in Leipzig und Dresden; 1655 Magister in Leipzig, 1672 Doktor in Jena; Anstellung in Jena, ab 1686 Consiliarius und Prof. in Straßburg; Beschäftigung mit Feudalrecht und Deutschem Recht; Historiker; Jurist ### Hochschullehrer ### 	340 01$8ger$a29.08.1632-14.05.1705$xa1632a1705 ### 340 01$8und$a1632-1705$xa1632a1705 ### 340 01$8fre$a26.08.1632-14.05.1705$xa1632a1705 ### 340 01$8fre$a26.08.1632-14.05.1705$xa1632a1705 ### 
cnp01291916	Buch ### Christiana Dorothea ### von ### 	Berlin ### Suckow ### 	brth ### deat ### 	cnl00033463 ### cnl00042228 ### 				340 01$8ger$a10.03.1701-05.04.1724$xa1701a1724 ### 
cnp00564439	Byres ### James ### 	Rom ### Tonley ### Rom ### Aberdeen ### 	actv ### deat ### actv ### brth ### 	cnl00016199 ### 	1758-1790 ### 	acti ### acti ### acti ### acti ### acti ### acti ### 	Personen zu Malerei, Zeichnung, Grafik (13.4p) ### Personen zu Architektur, Bautechnik (31.3p) ### Architekt ### Kunsthändler ### Kunstsammler ### Maler ### 	340 01$8und$a1734-1817$xa1734a1817 ### 
cnp00942624	Bosendorf ### Herman ### 	Münster (Allemagne) ### Mainz (Allemagne) ### Münster ### Münster ### Mainz ### Münster ### Münster ### Mainz ### 	brth ### deat ### actv ### brth ### deat ### actv ### brth ### deat ### 	cnl00027430 ### cnl00016648 ### cnl00027430 ### cnl00027430 ### cnl00016648 ### cnl00027430 ### cnl00027430 ### cnl00016648 ### 	1566 ### 1623 ### 	lang ### irsp ### acti ### acti ### acti ### acti ### 	Latin ### Auteur ### Dr. der Theologie, Jesuit (seit 1588), Rektor des Collegium Provinciale in Münster; geb. in Münster, gest. an der Pest in Mainz; wirkl. Name ist Hermann Bosendorf ### Theologe, Jesuit, Rektor in Münster ### Katholischer Theologe ### Rektor (der Jesuitenkollegien in Münster und Mainz) ### 	340 01$8fre$a1566-23.09.1623$xa1566a1623 ### 340 01$8ger$a1566-1623$xa1566a1623 ### 
cnp02298450	Brandt ### Bernhard ### 	Basel ### Wildenstein ### 	actv ### actv ### 	cnl00015955 ### cnl00034613 ### 		acti ### 	Hauptmann ### 	340 01$8ger$a1580-1647$xa1580a1647 ### 
cnp02247557	Heckel ### Christian ### 	Lomnitz ### 	actv ### 			acti ### 	Pfarrer ### 	340 11$8ger$a1718$xa1718u     ### 
cnp02107524	Demme ### Familie : 18 Jh.	Mühlhausen/Thüringen ### 	actv ### 	cnl00006224 ### 		acti ### acti ### 	Personen zu Gewerbe allgemein, Industrie, Handwerk (10.12p) ### Fleischer ### 	340 11$8ger$aca. 18. Jh. (Relation allgemein)$xa1700a1799 ### 
cnp02305891	List ### Friedrich ### 	Hessen-Darmstadt ### Michelstadt ### 	actv ### brth ### 			acti ### acti ### 	Amtmann ### Geheimer Rat ### 	340 01$8ger$a1592-1645$xa1592a1645 ### 
cnp02178915	Sztanowszky ### Johannes Baptista ### 	Halle ### 	actv ### 	cnl00029460 ### 				340 11$8ger$a1742$xa1742u     ### 
cnp02274390	Wilms ### Placidus ### 	Brauweiler ### 	actv ### 	cnl00027297 ### 	1720-1727 ### 			340 01$8ger$a1692 - 1727$xa1692a1727 ### 340 11$8ger$a1720-1727 ### 
cnp01293336	Seltzlin ### David ### 	Biberach ### Biberach an der Riß ### Ulm ### Ulm ### Ulm ### Biberach an der Riß ### Ulm ### Ulm ### Ulm ### 	actv ### actv ### actv ### brth ### deat ### actv ### actv ### brth ### deat ### 			acti ### acti ### acti ### acti ### acti ### acti ### acti ### acti ### 	Personen zu Geodäsie, Kartografie (19.2p) ### Personen zu Bildungswesen (6.4p) ### Kartograf ### Lehrer ### Kartograf ### Kartograph ### Rechenmeister ### Schulmeister ### 	340 01$8ger$a1535-1608. Geburtsjahr nach, Sterbejahr nach$xa1535a1608 ### 340 01$8ger$a1535-1608$xa1535a1608 ### 
cnp01386447	Rousset ### Ildefonse ### 	Paris ### Maisons-Alfort (Val-de-Marne) ### 	brth ### deat ### 	cnl00032963 ### cnl00027228 ### 	1817 ### 1878 ### 	lang ### irsp ### 	French ### Auteur ### 	340 01$8fre$a18.06.1817-01.03.1878$xa1817a1878 ### 
cnp00363618	Eśtôrî hap-Parḥî ### Yiṣḥāq Ben-Moše ### 	Florenzia ### 	brth ### 			acti ### acti ### acti ### acti ### acti ### acti ### acti ### acti ### acti ### 	Personen zu Geografie, Heimat- und Länderkunde (19.1dp) ### Personen zu Geodäsie, Kartografie (19.2p) ### Personen zu Medizin, Tiermedizin (27.20p) ### Personen zu allgemeiner und vergleichender Religionswissenschaft, Personen zu nichtchristlichen Religionen (3.1p) ### Arzt ### Forschungsreisender ### Geograf ### Kartograf ### Rabbiner ### 	340 01$8ger$a1280-1355. andersltd. Lebensdaten 1282-1357$xa1280a1355 ### 
cnp00372698	Weigel ### Christian Ehrenfried ### 	Greifswald ### Stralsund ### Greifswald ### 	actv ### brth ### deat ### 	cnl00030822 ### cnl00014398 ### cnl00030822 ### 		acti ### acti ### acti ### acti ### acti ### acad ### acti ### 	Arzt ### Botaniker ### Chemiker ### Der Weltw. und Arzeneigel. Doctor, der Chemie und Pharmacie öffentl. ordentl. Lehrer, des Königl. Gesundheits-Collegiums Beisitzer, der Churfürstl. Mainzischen Akademie nüzlicher Wissenschaften zu Erfurt, der Gesellschaft Naturforschender Freunde zu Berlin, der Physiographischen Gesellschaft in Lund und der Naturforschenden in Halle, Mitglied ### geb. in Stralsund, gest. in Greifswald; geadelt seit 1806; Arzt ### Dr. med. ### Hochschullehrer ### 	340 01$8ger$a24.05.1748-08.08.1831$xa1748a1831 ### 
cnp02063515	Förster ### Henriette Christiane Louise ### 	Langenleuba-Niederhain ### Münchengosserstädt ### Altenburg ### 	actv ### actv ### brth ### 					340 01$8ger$a1765-$xa1765u     ### 
cnp02301917	Andrea da Frozasso ### 	Saluzzo ### 	actv ### 	cnl00013608 ### 		raff ### 	OFMObs ### 	
cnp01973234	Hermann ### Michael ### 	Bitterfeld ### 	brth ### 	cnl00031365 ### 		acti ### 	Respondent ### 	340 11$8ger$aca. vor 1711$xa1711u     ### 
cnp02054337	Hoheneck zu Hagenberg ### Emanuel ### 	Hagenberg im Mühlkreis ### 	actv ### 					340 01$8ger$a1566-1599$xa1566a1599 ### 
cnp02019734	Hasoldt ### Anna Maria ### 	Crailsheim ### Ansbach ### 	brth ### deat ### 	cnl00008422 ### cnl00015990 ### 				340 01$8ger$a19.08.1665-15.05.1722$xa1665a1722 ### 
cnp02136832	Ballhorn ### Christian Sixtus ### 	Brandenburg an der Havel ### 	actv ### 			acti ### acti ### 	Diakon ### Konrektor ### 	340 11$8ger$a1719-1735$xa1719a1735 ### 
cnp01396957	Stewechius ### Godescalcus ### 	Heusden (Pays-Bas) ### Trèves (Allemagne) ### 	brth ### deat ### 	cnl00016309 ### cnl00027229 ### 	1551 ### 1588 ### 	lang ### irsp ### 	Latin ### Auteur ### 	340 01$8fre$a1551?-1588$xa1551a1588 ### 
cnp02091531	Walhoff ### Johann ### 	Kiel ### Lübeck ### Rostock ### Lübeck ### Lübeck ### 	actv ### actv ### actv ### brth ### deat ### 	cnl00010570 ### cnl00010970 ### cnl00006277 ### cnl00010970 ### cnl00010970 ### 		acti ### 	Theologe ### 	340 01$8ger$a1495-1543$xa1495a1543 ### 
cnp00466571	Straubel ### Johann Christoph ### 	Görsbach ### Rudolstadt ### Stadtilm ### Görsbach ### 	actv ### actv ### brth ### deat ### 	cnl00033490 ### cnl00031893 ### cnl00033428 ### cnl00033490 ### 		acti ### 	Pfarrer ### 	340 01$8ger$a-06.04.1750. getauft 06.10.1681$xu    a1750 ### 
cnp01084855	Schulthess ### David ### 	Leipzig ### 	actv ### 	cnl00016122 ### 		acti ### 	Prediger ### 	340 01$8ger$a1798-1824$xa1798a1824 ### 
cnp01390280	Silva ### Manuel da ### imprimeur-libraire	Lisboa ### 	actv ### 	cnl00029001 ### 	1628-1657 ### 	prof ### irsp ### acti ### 	Imprimeur-libraire ### Auteur ### Type de document concerné: Texte imprimé ### 	340 01$8fre$a160.?-16..$xa1600a1699 ### 340 11$8fre$a1628-1657$xa1628a1657 ### 
cnp01225347	Homeyer ### Paul Gottlieb ### 	Lebendorf ### Halle, Saale ### 	brth ### actv ### 					340 11$8ger$a1743$xa1743u     ### 
cnp01367956	Aepinus ### Franz Albert ### 	Ratzeburg ### Rostock ### Ratzeburg ### Rostock ### Blankensee-Wanzka ### Rostock ### Ratzeburg ### Rostock ### Rostock ### Rostock ### Ratzeburg ### Rostock ### Wanska (Allemagne) ### Rostock (Allemagne) ### Blankensee-Wanzka ### Mecklenburg ### 	teac ### teac ### teac ### teac ### brth ### deat ### teac ### teac ### deat ### dioc ### teac ### teac ### brth ### deat ### actv ### actv ### 	cnl00009099 ### cnl00006277 ### cnl00009099 ### cnl00006277 ### 	1709 ### 1712 ### 1709 ### 1712 ### 	acti ### acti ### acti ### acti ### acti ### lang ### irsp ### acad ### 	Hochschullehrer ### Konsistorialrat ### Philosoph ### Superintendent (Rostock <Kirchenkreis>) ### Theologe (Evang.-luth.) ### Latin ### Auteur ### Prof. ### 	340 01$8ger$a15.11.1673-21.01.1750. anderlt. Sterbetag: 14.02. bzw. 15.02.$xa1673a1750 ### 340 01$8fre$a15.11.1673-14.02.1750$xa1673a1750 ### 
cnp02281370	Kimerl ### Dominikus ### 	Weilheim ### 	actv ### 	cnl00031603 ### 		acti ### 	Kooperator ### 	
cnp01385267	Cammarano ### Filippo ### 	Naples (Italie) ### Palerme (Italie) ### 	deat ### brth ### 	cnl00008073 ### cnl00017071 ### 	1842 ### 1764 ### 	lang ### irsp ### 	Italian ### Auteur ### 	340 01$8eng$a01.08.1764-19.12.1842 ### 340 01$8fre$a1764-1842$xa1764a1842 ### 340 01$8ger$aum 1790$xa1790u     ### 340 01$8ger$aca. fl. 1790$xa1790u     ### 
cnp01375053	Bounin ### Jean ### 	Flocelliere (Vendée) ### 	brth ### 	cnl00023838 ### 	1600 ### 	lang ### irsp ### 	French ### Auteur ### 	340 01$8fre$a1600-16..$xa1600a1699 ### 
cnp01947146	Schleuter ### Johann Christian ### 	Düsseldorf ### 	actv ### 	cnl00019769 ### 		acti ### acti ### acti ### 	Buchhändler ### Drucker ### Verleger ### 	340 11$8ger$a1693-1704$xa1693a1704 ### 
cnp01046803	Hagen ### Johann Heinrich ### 	Halle ### Mühlhausen/Thüringen ### 	actv ### brth ### 	cnl00029460 ### cnl00006224 ### 		acti ### acti ### 	Arzt ### Arzt ### 	340 01$8ger$a1669-1708$xa1669a1708 ### 
cnp01941452	Adam ### Hans ### 	Bremen ### Wolfenbüttel ### Wolfenbüttel ### 	brth ### deat ### actv ### 	cnl00007698 ### cnl00009985 ### cnl00009985 ### 		acti ### acti ### acti ### 	Abdecker ### Heilkundiger ### Scharfrichter ### 	340 01$8ger$a-1675 ### 340 01$8ger$aca. 1628 oder 1629$xa1628u     ### 
cnp00428473	Imbery ### Anton ### 	Freiburg im Breisgau ### Neustadt im Schwarzwald ### 	actv ### brth ### 	cnl00033726 ### 		acti ### acti ### 	Geisteswissenschaftler ### Theologe ### 	340 11$8ger$a1720$xa1720u     ### 
cnp02328072	Bötticher ### Adolf Friedrich ### von ### 	Mainz ### Neuhäusel ### 	actv ### deat ### 	cnl00016648 ### cnl00017100 ### 		acti ### 	Oberst ### 	340 01$8ger$a-1685$xu    a1685 ### 
cnp00635705	Faber ### Alexander ### 	Dresden ### Torgau ### Wittenberg ### Pressath ### Dresden ### Basel ### Wittenberg ### 	actv ### actv ### actv ### brth ### deat ### stud ### stud ### 	cnl00006089 ### cnl00014692 ### cnl00032005 ### cnl00037692 ### cnl00006089 ### cnl00015955 ### cnl00032005 ### 	1612-1653 ### 1596-1600 ### 1610-1612 ### 	acti ### 	Jurist ### 	340 01$8ger$a-1653. lt. Leichenpredigt im VD-17 ### 340 01$8ger$a17.11.1582-02.03.1653$xa1582a1653 ### 
cnp02333957	Schwartz ### Édouard ### 	Mulhouse (Haut-Rhin) ### Mulhouse (Haut-Rhin) ### 	brth ### deat ### 	cnl00006226 ### cnl00006226 ### 	1798 ### 1861 ### 	irsp ### lang ### 	Auteur ### French ### 	340 01$8fre$a03.12.1798-02.07.1861$xa1798a1861 ### 
cnp00586720	Marlitt ### E. ### 	Arnstadt (Allemagne) ### Arnstadt (Allemagne) ### Arnstadt ### Arnstadt ### 	brth ### deat ### brth ### deat ### 	cnl00006955 ### cnl00006955 ### cnl00006955 ### cnl00006955 ### 	1825 ### 1887 ### 	lang ### irsp ### acti ### acti ### acti ### 	German ### Auteur ### Personen zu Literaturgeschichte (Schriftsteller) (12.2p) ### Schriftstellerin ### Sängerin ### 	340 01$8pol$a1825-1887$xa1825a1887 ### 340 01$8fre$a05.12.1825-22.06.1887$xa1825a1887 ### 340 01$8ger$a05.12.1825-22.06.1887$xa1825a1887 ### 
cnp02235692	Rousselet ### Antoine ### imprimeur-libraire	Bionne ### Orléans ### Saumur ### 	actv ### actv ### actv ### 		1673?-1675? ### 1664?-1675? ### 1654?-1660? ### 	acti ### irsp ### prof ### 	Type de document concerné: Texte imprimé ### Auteur ### Imprimeur-libraire ### 	340 01$8fre$a16..-168.? ### 340 11$8fre$a1654?-1675?$xa1654a1675 ### 
cnp00991347	Pröve ### Christian ### 	handorf ### Celle ### 	actv ### brth ### 			acti ### acti ### 	aus Celle, Pastor in Handorf ### Pfarrer ### 	340 01$8ger$a1633-1683$xa1633a1683 ### 
cnp02224825	Vincent ### Jean ### 	Marseille (Bouches-du-Rhône) ### 	brth ### 	cnl00006410 ### 	1793 ### 	lang ### 	French ### 	340 01$8fre$a10.02.1793-10.02.1853$xa1793a1853 ### 
cnp01366137	Donzellini ### Girolamo ### 	Orzinuovi ### Orzinuovi, Italie ### Venise, Italie ### 	brth ### brth ### deat ### 	cnl00018388 ### cnl00018388 ### cnl00006586 ### 		acti ### acti ### acti ### lang ### irsp ### acti ### acti ### 	Profesor medycyny w Padwie, filozof, oskarżony o herezję; używał pseud. Eudoxus (Eudoxius) Philaletes, ur. w Orzinuovi (Lombardia). ### Arzt ### Philosoph ### Latin ### Auteur ### Geb. in Orzinuovi (Brescia), hingerichtet in Venezia. Padova, Roma, Venezia und Verona (Wirkungsorte) ### Todesjahr auch 1588 ### 	340 01$8ita$aca. 1513-1587$xa1513a1587 ### 340 01$8pol$aca 1513-1587$xa1513a1587 ### 340 01$8ita$a1513-1587$xa1513a1587 ### 340 01$8ger$a1513-1587. Geburtsjahr ca.; Todesjahr auch 1588$xa1513a1587 ### 340 01$8dut$a-1588 ### 340 01$8fre$a1513?-1587?$xa1513a1587 ### 340 01$8dut$a -1588$xu    a1588 ### 
cnp02194576	Schade ### Johann Friedrich August ### 	Halle ### Küstrin ### 	actv ### actv ### 	cnl00029460 ### cnl00006174 ### 		acti ### 	Schüler ### 	340 01$8ger$aca. 1771$xa1771u     ### 
cnp02164537	Sainton ### Prosper ### 	Toulouse ### London ### 	brth ### deat ### 	cnl00006321 ### cnl00032962 ### 		acti ### 	Geiger ### 	340 01$8ger$a05.06.1813-17.10.1890$xa1813a1890 ### 
cnp00448333	Buddenbrock ### Henrik Magnus ### von ### 	Livland ### Stockholm ### 	brth ### deat ### 	cnl00031122 ### cnl00014375 ### 		acti ### acti ### tono ### tono ### acti ### acti ### 	Personen der Geschichte (Politiker und historische Persönlichkeiten) (16.5p) ### Personen zu politischer Theorie, Militär (8.4p) ### Baron ### Freiherr ### Generalleutnant ### Soldat ### 	340 01$8ger$a22.07.1685-16.07.1743$xa1685a1743 ### 
cnp01082668	Merz ### Georg ### 	München ### Bichl ### 	deat ### brth ### 	cnl00030740 ### 		acti ### acti ### acti ### acti ### 	Personen zu Gewerbe allgemein, Industrie, Handwerk (10.12p) ### Personen zu Physik (21.5p) ### Instrumentenbauer ### Unternehmer ### 	340 01$8ger$a26.01.1793-12.01.1867$xa1793a1867 ### 
cnp02270109	Trippelvoet ### Henrich Joseph ### 	Coesfeld ### 	actv ### 	cnl00008314 ### 		acti ### acti ### acti ### acti ### 	Personen zu Betriebswirtschaftslehre (10.11p) ### Personen zu Kultur und Künsten, Geistes- und Kulturgeschichte (6.1p) ### Stifter ### Unternehmer ### 	340 01$8ger$a1724-1760$xa1724a1760 ### 
cnp01294660	Schopf ### Jacob ### 	Gerlingen ### 	actv ### 	cnl00031475 ### 		acti ### acti ### 	Sachlich nicht klassifizierbare Personen (00p) ### Richter ### 	340 01$8ger$a1500-1579$xa1500a1579 ### 
cnp02009877	Wackernagel ### Wilhelm Heinrich ### 	Berlin ### Berlin ### 	brth ### deat ### 	cnl00032895 ### cnl00032895 ### 		acti ### 	Schriftsteller ### 	340 01$8ger$a13.07.1773-13.02.1798$xa1773a1798 ### 
cnp00584750	Sachs ### Johann Jacob ### 	Mirosławiec (Pologne) ### Nordhausen (Allemagne) ### Berlin ### Märkisch Friedland ### Nordhausen ### 	brth ### deat ### actv ### brth ### deat ### 		1803 ### 1846 ### 	lang ### irsp ### acad ### acad ### acti ### acti ### acti ### acti ### 	German ### Auteur ### Dr. med. ### Dr. phil. ### Personen zu Medizin, Tiermedizin (27.20p) ### Arzt ### Buchhändler ### Arzt; Buchhändler ### 	340 01$8fre$a26.07.1803-11.01.1846$xa1803a1846 ### 340 01$8ger$a26.07.1803-11.01.1846$xa1803a1846 ### 
cnp01311608	Labat ### Jules ### 	Bayonne (Pyrénées-Atlantiques) ### Biarritz (Pyrénées-Atlantiques) ### 	brth ### deat ### 	cnl00007229 ### cnl00017274 ### 	1819 ### 1914 ### 	lang ### irsp ### 	French ### Auteur ### 	340 01$8eng$a28.01.1819-24.10.1914 ### 340 01$8fre$a1819-1914$xa1819a1914 ### 
cnp01222712	Busch ### Rudolf Karl ### 	Kassel ### 	actv ### 	cnl00008051 ### 		acti ### acti ### 	Pfarrer ### Schulinspektor ### 	340 01$8ger$a1821-1887$xa1821a1887 ### 
cnp02024939	Reitmeyer ### Joh... Friedrich ### 	Kiel ### 	actv ### 	cnl00010570 ### 				340 01$8ger$a1755-1839$xa1755a1839 ### 
cnp01147385	Faesch ### Bonifacius ### 	Basel ### 	actv ### 	cnl00015955 ### 		acti ### acti ### 	Jurist ### Hochschullehrer ### 	340 01$8ger$a25.08.1651-26.12.1713$xa1651a1713 ### 
cnp01113261	Stille ### Johannes ### 	Uelzen ### Uelzen ### 	brth ### actv ### 	cnl00016241 ### cnl00016241 ### 		acti ### 	Pfarrer ### 	340 01$8ger$a-1623 ### 
cnp00681927	Fischer ### Jakob ### 	Ingolstadt ### 	actv ### 	cnl00016096 ### 		acad ### acti ### acti ### 	Magister ### Medizinstudent ### Schriftsteller ### 	340 11$8ger$a1581-1584$xa1581a1584 ### 
cnp02133870	Gerung ### Mathias ### 	Nördlingen ### Lauingen ### 	brth ### deat ### 	cnl00016162 ### cnl00006184 ### 		acti ### 	Maler ### 	340 01$8ger$a1500-1570$xa1500a1570 ### 
cnp02243951	Pepelow ### Georg ### 	Reinberg ### Wittenberg ### Greifswald ### 	actv ### actv ### brth ### 					340 01$8ger$a1645-1695$xa1645a1695 ### 
cnp02062714	Hinoiosa ### Petrus ### 	Flandern ### 	brth ### 					340 11$8ger$a1570-1577$xa1570a1577 ### 
cnp00492687	Mann ### Christian ### 	Chrabrowo ### Tilsit ### 	actv ### brth ### 			acti ### 	Pfarrer ### 	340 11$8ger$a1661-1670$xa1661a1670 ### 
cnp02201591	Vogel ### Georg Joseph ### von ### 	Hilsbach ### Baden-Baden ### 	brth ### deat ### 			acti ### acti ### 	Abgeordneter ### Verwaltungsbeamter ### 	340 01$8ger$a1796-1855$xa1796a1855 ### 
cnp02069060	Thym ### Georg ### 	Milz ### Römhild ### Milz ### 	actv ### brth ### deat ### 	cnl00028392 ### cnl00013341 ### cnl00028392 ### 		acti ### 	Pfarrer ### 	340 01$8ger$a-1651$xu    a1651 ### 
cnp02285245	Berthold ### I.	Obermarchtal ### 	actv ### 	cnl00010649 ### 	1282-1292 ### 			340 01$8ger$agest. 1297$xu    a1297 ### 340 11$8ger$a1282 - 1292 ### 
cnp02024768	Fano ### Gaspar ### 	Heidelberg ### 	actv ### 	cnl00016078 ### 				340 11$8ger$a1566$xa1566u     ### 
cnp01936170	Comi ### Giovanni Antonio ### 	Mailand ### 	actv ### 	cnl00006209 ### 		acti ### 	Maler ### 	
cnp02093414	Fischer ### Robert ### 	Havelberg ### 	brth ### 	cnl00028694 ### 		acti ### 	Arzt ### 	340 01$8ger$a27.09.1826-$xa1826u     ### 
cnp01202422	Heinrich I. ### Altenburg, Burggraf	Altenburg ### 	actv ### 	cnl00029380 ### 				340 01$8ger$a-23.04.1203. gestorben vor 23.04.1203 ### 
cnp01947894	Mayer ### Martin ### 	Leipzig ### 	actv ### 	cnl00016122 ### 	1655-1664 ### 	acti ### 	Verleger ### 	
cnp01369951	Barberini, Officine ### 	Palestrina ### Subiaco ### 	actv ### actv ### 	cnl00012636 ### cnl00014445 ### 	1692-1744 ### 1719-1721 ### 	prof ### acti ### 	Imprimeur-libraire ### Type de document concerné: Texte imprimé ### 	340 11$8fre$a1692-1744$xa1692a1744 ### 
cnp01949143	Corell ### Achatius ### der Jüngere	Elbing ### 	actv ### 	cnl00029118 ### 	1669-1696 ### 	prof ### 	Drucker ### 	
cnp02131920	Schweickle ### Johann Gottlieb ### 	Sulz am Neckar ### 	actv ### 	cnl00014460 ### 		lang ### 	Deutsch ### 	340 11$8ger$a1765$xa1765u     ### 
